,Brand,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model,Car_Age
1115,Audi,2.6,Electric,Automatic,237677,Like New,58196.1,A3,23
1116,BMW,1.7,Hybrid,Manual,257506,Like New,64982.02,X5,6
1117,Honda,4.2,Diesel,Automatic,31126,Used,27999.4,CR-V,24
1118,Tesla,1.6,Electric,Automatic,238217,New,46094.56,Model X,17
1119,Toyota,3.9,Electric,Manual,280027,New,29259.73,Camry,7
1120,Toyota,4.5,Hybrid,Manual,29782,New,89019.71,Camry,11
1121,Tesla,4.5,Electric,Manual,148051,Used,15692.68,Model X,8
1122,Mercedes,4.8,Electric,Manual,295890,New,69575.35,E-Class,15
1123,Honda,5.4,Electric,Manual,261161,Like New,29726.9,Civic,3
1124,Mercedes,3.5,Petrol,Manual,66266,Like New,50179.85,GLA,10
1125,BMW,4.7,Petrol,Automatic,56,New,33444.21,X3,4
1126,Toyota,4.1,Electric,Automatic,293601,Like New,35708.31,Prius,9
1127,Toyota,1.9,Petrol,Automatic,132773,New,29737.34,Prius,21
1128,Audi,1.1,Diesel,Automatic,187453,New,76515.33,A3,14
1129,BMW,2.4,Electric,Manual,181510,Like New,39743.01,X3,15
1130,Toyota,3.2,Diesel,Manual,80636,Like New,74003.92,RAV4,11
1131,BMW,4.1,Hybrid,Automatic,66483,Like New,48326.64,5 Series,23
1132,Honda,5.2,Diesel,Automatic,20505,Like New,56988.37,Accord,25
1133,Ford,2.0,Hybrid,Automatic,33525,New,56612.31,Focus,6
1134,Toyota,1.6,Electric,Manual,211474,Like New,97705.95,RAV4,10
1135,Audi,5.8,Hybrid,Manual,96008,Like New,39870.93,A4,24
1136,Honda,1.5,Hybrid,Manual,44348,Used,24729.99,Accord,24
1137,Tesla,3.4,Diesel,Automatic,202259,Like New,91620.23,Model 3,23
1138,BMW,3.9,Diesel,Automatic,269417,Like New,21609.73,5 Series,18
1139,Tesla,3.7,Diesel,Manual,206641,New,84270.17,Model 3,2
1140,Mercedes,1.4,Electric,Manual,134607,New,19270.42,C-Class,11
1141,Honda,1.3,Electric,Automatic,214096,Used,67578.81,Accord,19
1142,Tesla,1.5,Diesel,Automatic,107157,Like New,19301.38,Model 3,20
1143,Toyota,3.9,Electric,Manual,908,Like New,92693.15,Prius,17
1144,BMW,3.7,Electric,Automatic,252299,Like New,58675.79,X5,6
1145,Ford,2.2,Hybrid,Manual,201225,Like New,36281.01,Mustang,25
1146,Honda,4.2,Hybrid,Manual,108352,Like New,18330.66,Accord,18
1147,Toyota,5.1,Diesel,Automatic,95967,Like New,40263.26,Camry,3
1148,Audi,1.2,Electric,Automatic,35079,Used,71976.9,A4,3
1149,Mercedes,3.5,Hybrid,Automatic,212628,Like New,41570.33,GLC,23
1150,BMW,4.4,Petrol,Manual,111889,Like New,28378.94,X5,22
1151,Honda,2.3,Electric,Automatic,262063,Like New,59853.9,CR-V,11
1152,Honda,2.5,Petrol,Automatic,46105,Used,44693.08,Fit,20
1153,Ford,4.1,Diesel,Manual,132957,Like New,20751.59,Fiesta,11
1154,Ford,5.5,Electric,Manual,1049,Used,19628.86,Mustang,5
1155,Audi,5.0,Diesel,Automatic,53281,New,72208.89,Q7,23
1156,Mercedes,3.9,Diesel,Manual,66697,Like New,97593.83,C-Class,5
1157,Audi,4.7,Diesel,Manual,36534,Used,27143.94,Q7,5
1158,Toyota,2.8,Diesel,Manual,93034,New,78449.12,Prius,12
1159,Toyota,4.2,Diesel,Automatic,58097,Used,13322.64,Camry,6
1160,Audi,3.3,Electric,Automatic,184885,Used,41249.71,Q7,12
1161,Mercedes,1.9,Petrol,Manual,287181,New,53135.37,GLC,22
1162,Audi,4.5,Electric,Manual,27278,Like New,30530.96,Q7,14
1163,Mercedes,3.8,Electric,Manual,139344,Like New,55309.95,C-Class,9
1164,Mercedes,2.8,Electric,Automatic,73277,Used,88848.37,C-Class,19
1165,Tesla,5.6,Hybrid,Manual,4694,New,94721.61,Model 3,17
1166,BMW,1.1,Hybrid,Manual,58150,Like New,14552.91,3 Series,23
1167,Mercedes,2.6,Electric,Automatic,67470,Used,30825.36,GLA,13
1168,Ford,1.3,Petrol,Manual,21556,New,98017.72,Explorer,11
1169,Mercedes,4.8,Electric,Automatic,195543,Used,30689.75,GLC,8
1170,Mercedes,4.5,Diesel,Automatic,49086,New,70807.2,C-Class,7
1171,Mercedes,2.7,Hybrid,Automatic,149979,Like New,29078.1,E-Class,25
1172,Tesla,4.4,Hybrid,Manual,248399,Like New,38854.73,Model 3,20
1173,Tesla,3.0,Electric,Manual,179559,Used,23171.5,Model S,3
1174,Toyota,4.8,Electric,Automatic,99468,Like New,86348.52,Camry,24
1175,Tesla,3.3,Petrol,Manual,295531,Like New,88851.63,Model X,2
1176,Ford,3.1,Petrol,Automatic,68602,New,33206.69,Focus,12
1177,Ford,5.7,Diesel,Manual,2460,Like New,83241.03,Mustang,20
1178,Tesla,2.3,Electric,Automatic,72356,New,39032.96,Model S,12
1179,Audi,1.6,Electric,Automatic,259925,New,14406.85,Q7,22
1180,BMW,3.9,Electric,Manual,16191,Used,77017.26,X5,5
1181,Tesla,5.8,Hybrid,Manual,84631,New,61662.39,Model S,18
1182,Mercedes,2.9,Diesel,Manual,245702,Like New,31066.33,E-Class,23
1183,Honda,1.3,Petrol,Manual,272673,New,29034.98,Fit,7
1184,BMW,2.7,Hybrid,Automatic,32175,New,97684.22,3 Series,12
1185,BMW,3.5,Hybrid,Automatic,279819,Used,86937.6,5 Series,6
1186,Ford,1.8,Hybrid,Manual,157048,Like New,81930.84,Focus,9
1187,BMW,4.3,Hybrid,Manual,194188,Like New,17161.68,X3,18
1188,Tesla,6.0,Diesel,Automatic,62821,Like New,76742.79,Model Y,2
1189,Mercedes,3.3,Electric,Manual,12204,New,25381.32,C-Class,12
1190,Mercedes,2.8,Petrol,Manual,269538,Like New,97851.95,GLA,20
1191,Toyota,3.0,Petrol,Manual,246464,Like New,9948.47,RAV4,3
1192,Mercedes,1.6,Hybrid,Manual,33593,New,38453.16,E-Class,4
1193,Mercedes,5.4,Hybrid,Automatic,208260,Used,45721.54,GLC,10
1194,Ford,3.1,Diesel,Automatic,115064,Used,83299.28,Mustang,7
1195,Mercedes,2.9,Hybrid,Manual,53365,New,77791.17,E-Class,12
1196,Toyota,4.3,Petrol,Automatic,240644,Used,40624.25,RAV4,7
1197,Honda,3.2,Petrol,Manual,220511,Used,58728.23,CR-V,23
1198,Tesla,4.2,Electric,Manual,206971,Used,84381.54,Model X,16
1199,Ford,1.3,Electric,Manual,103700,Like New,6728.96,Mustang,7
1200,Honda,5.1,Petrol,Automatic,68247,Used,81206.92,Accord,17
1201,Ford,5.7,Petrol,Automatic,182631,Like New,94955.12,Fiesta,6
1202,Audi,4.2,Diesel,Automatic,156270,Used,8046.13,A3,13
1203,BMW,5.8,Diesel,Automatic,153560,Like New,9330.19,X3,19
1204,Audi,1.8,Petrol,Automatic,169587,New,37728.83,A3,12
1205,Mercedes,3.4,Hybrid,Manual,290042,New,13338.11,C-Class,17
1206,Honda,4.0,Electric,Manual,181142,Used,50531.23,CR-V,3
1207,Mercedes,3.9,Petrol,Automatic,62613,Like New,74227.52,GLC,7
1208,BMW,3.0,Hybrid,Automatic,96707,New,58855.43,5 Series,11
1209,Ford,2.7,Petrol,Automatic,47003,New,23661.03,Mustang,6
1210,BMW,1.6,Electric,Manual,48478,New,67207.07,X5,12
1211,Toyota,3.0,Electric,Automatic,59030,New,70061.18,RAV4,2
1212,BMW,1.8,Diesel,Manual,184133,Used,93582.37,3 Series,20
1213,Toyota,4.7,Diesel,Manual,145921,Like New,18945.71,RAV4,5
1214,BMW,2.0,Diesel,Automatic,246160,New,70771.94,5 Series,22
1215,Tesla,1.3,Diesel,Manual,267589,Used,91585.59,Model 3,18
1216,Toyota,3.8,Electric,Manual,149112,New,52648.59,RAV4,9
1217,Honda,4.0,Hybrid,Automatic,262390,New,39370.97,CR-V,17
1218,Mercedes,5.4,Hybrid,Manual,31153,New,21221.2,C-Class,25
1219,Mercedes,3.9,Hybrid,Automatic,267356,New,87344.75,GLC,2
1220,Audi,2.7,Petrol,Manual,134411,Used,42453.41,A3,6
1221,Mercedes,5.0,Diesel,Automatic,56238,Like New,92863.83,GLC,12
1222,Ford,3.7,Diesel,Automatic,296751,Used,85537.04,Fiesta,15
1223,Tesla,1.4,Electric,Manual,52055,Used,40780.79,Model 3,5
1224,BMW,3.8,Electric,Automatic,104509,Used,59521.86,X5,23
1225,Audi,5.5,Petrol,Manual,135467,New,7581.53,Q5,17
1226,Ford,3.0,Petrol,Manual,127378,Like New,30006.03,Explorer,12
1227,Ford,2.5,Hybrid,Automatic,87687,New,72475.92,Fiesta,17
1228,Toyota,1.7,Electric,Manual,102652,Used,69401.54,Prius,22
1229,Mercedes,1.8,Diesel,Automatic,55773,New,38570.1,C-Class,22
1230,Honda,3.2,Hybrid,Manual,202668,Like New,81817.76,Accord,18
1231,Honda,4.0,Diesel,Manual,27584,Like New,27404.42,Accord,24
1232,Audi,1.4,Hybrid,Automatic,244901,New,48820.7,A4,17
1233,Tesla,5.7,Diesel,Manual,265482,Used,49890.41,Model S,12
1234,Honda,4.8,Petrol,Manual,62601,New,37377.59,Fit,4
1235,BMW,3.9,Hybrid,Manual,136559,Used,95693.28,5 Series,17
1236,Honda,5.1,Diesel,Manual,36282,Like New,71184.98,Civic,2
1237,Audi,1.4,Diesel,Manual,226137,New,56223.94,Q5,3
1238,Honda,3.4,Electric,Manual,95798,Like New,53498.93,Accord,10
1239,BMW,4.2,Hybrid,Manual,130963,Used,20133.13,X5,9
1240,Toyota,5.1,Diesel,Manual,159876,Used,40357.76,RAV4,10
1241,Tesla,4.9,Electric,Automatic,140987,New,68913.46,Model Y,14
1242,Audi,2.4,Diesel,Manual,273302,New,92834.17,A4,23
1243,Toyota,5.7,Hybrid,Manual,205229,New,82564.09,Prius,15
1244,Toyota,1.6,Petrol,Automatic,10547,Like New,33537.03,Camry,12
1245,Toyota,5.4,Hybrid,Automatic,264603,Used,46225.88,Camry,8
1246,Ford,5.9,Hybrid,Automatic,63146,Used,12877.16,Fiesta,5
1247,Tesla,1.9,Diesel,Manual,107761,Like New,14706.37,Model 3,5
1248,Mercedes,4.6,Diesel,Automatic,82970,New,49671.89,GLC,21
1249,Tesla,1.2,Hybrid,Automatic,191889,New,55370.84,Model X,10
1250,Ford,3.0,Electric,Manual,169319,Like New,30082.57,Mustang,6
1251,Mercedes,3.6,Electric,Manual,15419,Used,66064.36,GLA,21
1252,Tesla,3.9,Electric,Automatic,35577,Used,71821.17,Model S,23
1253,Toyota,5.7,Diesel,Automatic,2921,Used,33416.03,Prius,14
1254,Audi,4.4,Diesel,Manual,144535,Used,77050.35,A3,25
1255,Mercedes,3.4,Hybrid,Manual,156546,Like New,24532.47,GLC,5
1256,BMW,5.0,Petrol,Manual,125534,Used,56703.88,X5,17
1257,BMW,5.8,Diesel,Manual,256872,Like New,81406.7,5 Series,17
1258,Honda,1.1,Hybrid,Manual,72828,New,56015.86,Civic,22
1259,Mercedes,5.9,Hybrid,Automatic,123649,Like New,91256.46,GLA,23
1260,Audi,1.4,Petrol,Manual,55152,Used,10557.62,Q5,9
1261,Ford,5.1,Electric,Manual,220073,New,60889.82,Fiesta,24
1262,Toyota,2.4,Hybrid,Manual,223393,Like New,58366.77,Camry,2
1263,Honda,1.7,Hybrid,Manual,86569,Like New,67733.57,CR-V,25
1264,BMW,3.2,Hybrid,Manual,156844,Like New,84173.65,3 Series,18
1265,Ford,4.2,Electric,Automatic,159562,New,73956.04,Focus,13
1266,Ford,2.9,Electric,Manual,122537,Like New,80076.86,Mustang,3
1267,Toyota,1.3,Petrol,Automatic,53806,Used,32437.59,Prius,11
1268,Mercedes,4.0,Diesel,Manual,75992,New,41812.25,GLC,18
1269,BMW,5.5,Electric,Automatic,284464,New,64543.81,X3,14
1270,Audi,2.9,Diesel,Automatic,258852,Like New,57578.84,A4,4
1271,Ford,2.1,Diesel,Manual,173217,Used,96304.87,Fiesta,14
1272,Toyota,3.2,Electric,Manual,194760,New,22749.28,Prius,12
1273,Audi,1.2,Hybrid,Manual,20754,Like New,38371.45,A4,11
1274,Mercedes,5.1,Petrol,Manual,69837,Used,59411.75,GLC,11
1275,BMW,5.1,Diesel,Manual,138279,Like New,87456.56,X3,17
1276,Mercedes,3.9,Hybrid,Automatic,218811,Like New,93288.11,C-Class,7
1277,Ford,2.8,Electric,Manual,114780,New,36923.45,Mustang,6
1278,Audi,5.0,Diesel,Manual,87081,New,11375.3,A4,4
1279,Audi,3.8,Diesel,Automatic,286160,Like New,45053.87,A3,18
1280,Audi,5.1,Diesel,Manual,112099,New,42462.69,Q5,5
1281,Ford,4.2,Hybrid,Automatic,151174,New,98716.27,Explorer,7
1282,Ford,4.9,Hybrid,Manual,264068,Used,45950.82,Mustang,20
1283,Mercedes,4.0,Hybrid,Automatic,85015,Used,34043.68,GLC,6
1284,Honda,3.1,Diesel,Manual,104987,Like New,39710.85,Accord,7
1285,Mercedes,5.8,Diesel,Automatic,54333,Like New,42708.0,GLC,22
1286,BMW,3.7,Petrol,Automatic,215530,Like New,83046.34,5 Series,3
1287,Toyota,4.0,Petrol,Manual,177171,Like New,12696.41,Prius,19
1288,Audi,2.1,Hybrid,Manual,188418,Used,35068.17,Q7,22
1289,Honda,4.1,Hybrid,Manual,126372,New,96800.26,Civic,4
1290,Toyota,3.9,Electric,Automatic,206553,Used,19544.74,Prius,14
1291,Honda,1.9,Hybrid,Automatic,69767,Like New,75547.13,Accord,13
1292,Tesla,1.3,Petrol,Automatic,104332,Like New,38857.38,Model X,23
1293,Mercedes,4.0,Petrol,Manual,143279,Used,60269.62,GLA,4
1294,Ford,4.8,Petrol,Manual,6336,Used,14457.06,Explorer,14
1295,Audi,3.6,Diesel,Automatic,206238,Like New,34109.11,A4,24
1296,Mercedes,2.1,Diesel,Manual,279400,New,52582.17,GLA,2
1297,Toyota,4.3,Hybrid,Automatic,230517,Like New,27011.56,Prius,24
1298,Tesla,1.4,Electric,Manual,180889,Used,56477.64,Model Y,3
1299,Tesla,3.2,Electric,Manual,295863,Like New,25877.13,Model X,17
1300,Tesla,1.8,Electric,Automatic,45704,Like New,66759.55,Model X,25
1301,Toyota,1.9,Diesel,Manual,292157,New,90913.66,RAV4,18
1302,Toyota,2.0,Petrol,Manual,226884,Like New,13121.42,Corolla,3
1303,Toyota,2.9,Petrol,Manual,167848,Like New,25578.52,Camry,20
1304,Toyota,1.3,Diesel,Manual,272204,Like New,85220.19,Corolla,20
1305,Tesla,3.0,Electric,Manual,219182,Used,64997.58,Model 3,4
1306,Tesla,3.6,Electric,Automatic,78563,Used,12477.35,Model S,8
1307,Honda,3.4,Hybrid,Manual,135102,New,51203.26,CR-V,9
1308,Mercedes,2.9,Hybrid,Automatic,89779,Like New,24927.06,GLC,14
1309,Audi,5.2,Electric,Manual,164361,Used,23914.16,Q7,20
1310,Ford,1.7,Diesel,Manual,99704,New,94361.31,Fiesta,18
1311,Tesla,3.5,Electric,Automatic,261757,Like New,77346.45,Model 3,7
1312,Ford,1.3,Hybrid,Automatic,110234,New,71141.91,Explorer,16
1313,Mercedes,1.4,Electric,Manual,36491,New,27698.24,E-Class,25
1314,Mercedes,3.9,Diesel,Manual,226621,New,16264.48,GLA,13
1315,Ford,3.8,Petrol,Automatic,20448,New,87729.1,Focus,9
1316,Tesla,5.4,Diesel,Automatic,49294,New,5558.56,Model Y,23
1317,Ford,3.8,Diesel,Automatic,283590,New,41869.16,Fiesta,18
1318,Honda,5.8,Hybrid,Automatic,216461,New,31373.19,Civic,12
1319,BMW,1.2,Diesel,Manual,85615,Like New,59185.74,X5,23
1320,Tesla,1.5,Diesel,Manual,17101,Like New,28798.3,Model 3,10
1321,Tesla,1.2,Hybrid,Manual,290160,New,34564.51,Model 3,13
1322,Audi,1.9,Hybrid,Manual,150004,Like New,85753.79,A3,6
1323,Toyota,3.7,Petrol,Manual,90481,New,62302.94,Camry,2
1324,BMW,4.2,Electric,Automatic,52802,Like New,18839.84,3 Series,9
1325,Mercedes,1.2,Diesel,Automatic,269693,Used,74014.8,GLA,13
1326,Tesla,5.7,Hybrid,Automatic,210005,New,24708.62,Model Y,20
1327,Ford,5.2,Petrol,Manual,156434,Used,46135.47,Mustang,9
1328,BMW,2.5,Electric,Automatic,47842,New,66427.69,X3,12
1329,Audi,1.4,Hybrid,Manual,46539,New,30833.31,Q7,9
1330,Mercedes,1.8,Electric,Manual,33717,Used,41490.15,GLA,18
1331,Toyota,1.6,Electric,Manual,246281,Used,74744.21,RAV4,15
1332,Toyota,1.6,Diesel,Automatic,186272,Used,94101.54,Corolla,6
1333,Audi,3.6,Diesel,Manual,115042,New,55278.28,Q5,25
1334,Audi,2.2,Hybrid,Manual,127922,Used,5947.24,A4,19
1335,Ford,2.8,Electric,Automatic,92447,Used,37154.06,Focus,5
1336,Tesla,5.9,Hybrid,Manual,158693,Like New,42870.26,Model X,5
1337,Toyota,4.4,Hybrid,Automatic,12823,Like New,37221.49,RAV4,9
1338,Mercedes,5.7,Electric,Manual,29986,Used,46445.54,E-Class,16
1339,BMW,1.7,Hybrid,Automatic,121682,Used,65103.29,5 Series,15
1340,Mercedes,2.9,Electric,Manual,64325,Used,16507.16,E-Class,4
1341,Honda,3.8,Electric,Manual,250476,Used,30899.9,Fit,17
1342,Honda,1.4,Electric,Automatic,57771,Like New,53226.57,Civic,17
1343,Audi,1.0,Electric,Manual,54973,New,34979.46,A3,2
1344,Ford,4.4,Petrol,Automatic,145762,Used,99153.11,Fiesta,21
1345,Honda,4.2,Electric,Manual,57888,Used,45985.99,CR-V,9
1346,Toyota,3.1,Diesel,Automatic,10956,Like New,87630.92,Camry,17
1347,Mercedes,3.4,Diesel,Manual,86839,Used,90168.43,E-Class,9
1348,Mercedes,3.1,Diesel,Manual,167605,Used,84420.66,GLA,2
1349,Audi,1.1,Electric,Manual,101131,Like New,9455.33,Q7,5
1350,Tesla,2.7,Diesel,Automatic,187973,Used,95035.94,Model Y,7
1351,Tesla,1.9,Petrol,Automatic,11519,Used,17230.54,Model Y,19
1352,BMW,1.5,Hybrid,Automatic,162187,Like New,8268.34,X5,3
1353,Audi,5.8,Electric,Automatic,1832,New,44365.11,Q7,17
1354,BMW,4.0,Diesel,Automatic,113922,Used,23490.23,X5,19
1355,Tesla,4.6,Petrol,Manual,105474,Used,22498.67,Model S,13
1356,Audi,2.6,Hybrid,Manual,69715,New,32342.86,Q7,15
1357,Audi,3.0,Petrol,Manual,73366,Like New,28598.53,Q7,12
1358,Audi,2.2,Diesel,Manual,37570,New,70055.56,Q7,7
1359,Tesla,1.5,Petrol,Manual,137687,Used,22743.84,Model S,15
1360,BMW,1.9,Hybrid,Automatic,38311,New,56596.24,3 Series,13
1361,BMW,5.0,Diesel,Manual,103187,Like New,98710.52,X5,12
1362,Audi,4.4,Hybrid,Automatic,285578,Used,46076.33,Q5,13
1363,Honda,3.7,Petrol,Manual,86879,Like New,65977.95,Fit,25
1364,Ford,3.4,Electric,Automatic,15739,Like New,97090.31,Focus,18
1365,Tesla,5.6,Electric,Automatic,66202,New,18075.7,Model Y,14
1366,Ford,1.4,Electric,Automatic,98580,New,44767.67,Mustang,7
1367,Ford,2.4,Electric,Manual,224491,Like New,85768.28,Mustang,14
1368,BMW,2.7,Hybrid,Manual,79599,Like New,93569.04,X5,18
1369,BMW,4.9,Electric,Manual,164721,Used,62117.43,X5,18
1370,Honda,6.0,Hybrid,Manual,231436,Like New,18624.96,Accord,5
1371,Ford,2.2,Diesel,Automatic,116770,Like New,90639.8,Focus,13
1372,Ford,5.4,Electric,Automatic,179693,New,21572.42,Fiesta,14
1373,Audi,5.2,Hybrid,Automatic,261051,Like New,38523.4,A3,10
1374,BMW,2.1,Electric,Automatic,114300,Like New,40673.26,5 Series,25
1375,Ford,3.0,Electric,Manual,191012,New,47492.7,Mustang,13
1376,Mercedes,3.0,Electric,Automatic,171796,Used,80065.75,GLC,19
1377,Honda,5.9,Hybrid,Manual,162776,New,81203.72,Fit,21
1378,Mercedes,1.9,Petrol,Automatic,241942,New,73367.23,GLA,18
1379,Mercedes,5.0,Electric,Automatic,2526,Like New,7102.22,GLA,12
1380,Tesla,2.7,Electric,Automatic,268718,Like New,58660.28,Model 3,3
1381,Tesla,4.7,Diesel,Manual,270877,Used,76011.83,Model Y,13
1382,Honda,3.1,Petrol,Manual,36051,Like New,47239.4,CR-V,11
1383,Mercedes,3.9,Hybrid,Automatic,15909,Used,94768.92,GLA,3
1384,Ford,5.2,Diesel,Automatic,77338,Used,83262.0,Focus,9
1385,BMW,5.0,Electric,Automatic,290277,Used,65624.73,3 Series,11
1386,Honda,5.3,Diesel,Manual,182643,Used,10930.39,CR-V,6
1387,Audi,1.3,Diesel,Manual,79062,Like New,66972.89,Q5,8
1388,Mercedes,4.5,Electric,Manual,181980,New,91600.06,C-Class,8
1389,Honda,1.7,Petrol,Automatic,51458,New,41047.31,Civic,24
1390,Toyota,3.1,Petrol,Manual,222159,Like New,84622.59,Prius,22
1391,Toyota,3.7,Diesel,Automatic,287442,Like New,34750.31,Corolla,25
1392,Tesla,3.0,Electric,Manual,231946,Used,59159.81,Model X,22
1393,BMW,3.6,Hybrid,Automatic,153263,Like New,66600.32,X3,8
1394,Ford,6.0,Diesel,Automatic,164164,New,69409.53,Focus,21
1395,BMW,1.7,Hybrid,Manual,89407,Like New,88842.18,3 Series,7
1396,BMW,4.4,Diesel,Automatic,206329,Like New,27289.12,X3,11
1397,BMW,3.0,Diesel,Automatic,62513,Used,29925.11,X5,18
1398,BMW,1.7,Electric,Automatic,145476,Used,71883.89,5 Series,6
1399,Audi,1.8,Electric,Manual,35198,Used,21833.41,Q7,9
1400,Audi,5.7,Hybrid,Automatic,225295,Used,49105.69,Q5,25
1401,Tesla,5.4,Hybrid,Manual,264323,New,6903.27,Model Y,14
1402,Honda,5.5,Petrol,Manual,2019,Like New,18393.04,Civic,7
1403,Toyota,6.0,Electric,Automatic,81455,Like New,69490.41,Corolla,11
1404,BMW,2.0,Diesel,Manual,216311,Used,76008.85,3 Series,17
1405,Tesla,2.8,Diesel,Automatic,149776,New,15955.31,Model S,19
1406,Honda,4.3,Petrol,Manual,149102,New,26632.41,Accord,24
1407,Toyota,3.4,Electric,Automatic,3420,Like New,14395.92,Corolla,17
1408,Mercedes,3.1,Diesel,Manual,178725,Used,46174.22,C-Class,16
1409,Ford,2.8,Petrol,Automatic,16740,Like New,16981.03,Mustang,24
1410,Audi,4.0,Petrol,Automatic,105789,Like New,46543.12,Q7,7
1411,Mercedes,3.9,Diesel,Automatic,19465,New,74549.33,E-Class,15
1412,Toyota,1.8,Diesel,Automatic,4131,New,69921.92,Corolla,13
1413,Mercedes,3.4,Hybrid,Manual,10652,Like New,31643.75,E-Class,16
1414,Ford,3.8,Electric,Manual,218115,Used,69007.44,Fiesta,12
1415,Tesla,3.9,Hybrid,Automatic,245289,Used,93132.65,Model Y,8
1416,Toyota,2.1,Petrol,Manual,89342,Like New,38014.82,Corolla,7
1417,Mercedes,4.7,Diesel,Automatic,281315,Like New,36266.32,C-Class,4
1418,Audi,1.1,Hybrid,Automatic,217201,Used,59286.67,A3,17
1419,Audi,2.8,Petrol,Manual,259820,Used,28322.67,A4,19
1420,Honda,4.9,Electric,Manual,186764,Used,66900.0,Accord,23
1421,Mercedes,3.8,Diesel,Automatic,58541,Like New,84064.87,C-Class,6
1422,BMW,2.3,Hybrid,Manual,9470,New,48635.26,X3,20
1423,Mercedes,4.5,Electric,Automatic,192416,Used,69553.2,E-Class,5
1424,Tesla,3.8,Hybrid,Manual,44308,Used,66929.12,Model 3,24
1425,Toyota,5.0,Petrol,Manual,135669,Used,8673.23,Camry,20
1426,Toyota,4.7,Electric,Manual,102840,Like New,22424.55,Corolla,23
1427,Tesla,4.1,Hybrid,Manual,161860,New,89885.35,Model S,10
1428,Mercedes,3.4,Electric,Manual,49477,New,94194.75,GLC,18
1429,Tesla,1.7,Petrol,Automatic,108261,Used,79141.77,Model Y,24
1430,Ford,2.3,Electric,Manual,102466,Like New,92518.57,Focus,9
1431,Tesla,3.1,Hybrid,Manual,295215,New,34084.12,Model S,17
1432,Audi,4.0,Petrol,Automatic,70560,Like New,28532.54,A4,14
1433,Tesla,3.6,Diesel,Automatic,255392,New,41508.52,Model Y,23
1434,Toyota,2.4,Hybrid,Automatic,261278,Used,10257.49,Prius,15
1435,Audi,1.0,Hybrid,Manual,166471,Like New,81937.8,A3,25
1436,Toyota,3.5,Petrol,Manual,244413,Used,98496.67,RAV4,3
1437,Honda,2.4,Petrol,Automatic,188511,New,83282.78,Accord,13
1438,BMW,4.7,Diesel,Automatic,2369,New,57722.66,X5,11
1439,Toyota,1.1,Hybrid,Automatic,228629,Used,33051.79,Prius,21
1440,Audi,3.9,Petrol,Automatic,262672,New,23781.3,Q5,5
1441,Honda,5.7,Diesel,Manual,108806,Used,39585.97,CR-V,9
1442,Toyota,1.9,Diesel,Manual,161386,Used,68362.11,Camry,3
1443,Ford,3.4,Petrol,Manual,102979,Used,47470.85,Explorer,2
1444,Tesla,1.5,Hybrid,Manual,281892,New,93735.68,Model Y,20
1445,BMW,4.1,Electric,Manual,35109,Like New,86150.93,3 Series,5
1446,Toyota,3.8,Electric,Automatic,13919,Used,14728.06,Camry,4
1447,Honda,3.0,Diesel,Manual,211864,Like New,17494.9,Fit,15
1448,Ford,3.6,Electric,Automatic,70441,New,69242.72,Focus,8
1449,Mercedes,5.5,Electric,Automatic,66896,New,26923.0,E-Class,22
1450,Honda,2.0,Petrol,Automatic,103431,Like New,80147.84,Accord,23
1451,Tesla,1.1,Diesel,Manual,47020,Used,61179.02,Model Y,13
1452,Honda,5.3,Hybrid,Automatic,205338,New,26833.9,CR-V,3
1453,Ford,3.9,Diesel,Manual,284305,Used,50475.25,Focus,17
1454,Honda,5.5,Petrol,Automatic,27738,Used,43577.25,CR-V,5
1455,Ford,4.0,Electric,Manual,134997,Like New,87950.14,Fiesta,20
1456,Toyota,5.1,Hybrid,Automatic,57153,New,8055.44,Corolla,14
1457,Ford,3.1,Diesel,Manual,214020,Like New,90105.17,Fiesta,24
1458,Ford,4.7,Electric,Automatic,61009,New,66947.85,Mustang,23
1459,BMW,5.6,Diesel,Automatic,172624,Like New,75066.13,5 Series,23
1460,Ford,3.9,Hybrid,Automatic,271941,New,5247.71,Mustang,14
1461,Ford,1.9,Diesel,Automatic,71942,New,64682.75,Focus,11
1462,Mercedes,2.3,Diesel,Manual,118065,New,60906.19,E-Class,17
1463,Toyota,2.0,Diesel,Manual,276109,Used,56034.53,Prius,3
1464,Tesla,2.2,Electric,Manual,275877,Used,79657.35,Model S,18
1465,BMW,2.5,Hybrid,Automatic,157998,Like New,57807.75,X5,15
1466,Mercedes,3.8,Hybrid,Automatic,159855,Like New,86424.23,C-Class,10
1467,Audi,3.9,Electric,Automatic,83360,New,27099.99,Q7,4
1468,Toyota,3.1,Electric,Automatic,167466,New,81568.35,Prius,22
1469,Toyota,4.1,Electric,Automatic,195868,Used,22034.71,Camry,25
1470,Audi,1.4,Petrol,Automatic,290431,Used,82246.19,A4,2
1471,Tesla,1.4,Diesel,Manual,82104,Used,94344.03,Model 3,19
1472,Ford,1.9,Diesel,Manual,161508,Like New,36890.94,Explorer,24
1473,Mercedes,3.6,Hybrid,Manual,221404,Used,55339.2,GLC,2
1474,Honda,2.1,Diesel,Manual,265332,Like New,67541.26,Fit,21
1475,BMW,2.4,Petrol,Manual,91205,Used,12549.81,5 Series,19
1476,Honda,3.0,Electric,Manual,232321,Used,51937.67,Civic,22
1477,Audi,5.1,Hybrid,Manual,137837,New,39255.57,A3,21
